Des-I,Emp-I,DIA,MES,DIANOM,TIPOVUELO,temporada_alta,periodo_dia,atraso_15
SCQP,LAN,14,12,Jueves,N,0,tarde,1
SCQP,LAN,15,12,Viernes,N,1,tarde,0
SCQP,LAN,16,12,Sabado,N,1,tarde,1
SCQP,LAN,17,12,Domingo,N,1,tarde,0
SCQP,LAN,18,12,Lunes,N,1,tarde,0
SCQP,LAN,20,12,Miercoles,N,1,tarde,0
SCQP,LAN,21,12,Jueves,N,1,tarde,0
SCQP,LAN,22,12,Viernes,N,1,tarde,0
SCQP,LAN,25,12,Lunes,N,1,tarde,0
SCQP,LAN,27,12,Miercoles,N,1,tarde,0
SCQP,LAN,28,12,Jueves,N,1,tarde,0
SCQP,LAN,29,12,Viernes,N,1,tarde,0
SCQP,LAN,1,12,Viernes,N,0,tarde,0
SCQP,LAN,2,12,Sabado,N,0,tarde,0
SCQP,LAN,3,12,Domingo,N,0,tarde,0
SCQP,LAN,4,12,Lunes,N,0,tarde,0
SCQP,LAN,5,12,Martes,N,0,tarde,0
SCQP,LAN,6,12,Miercoles,N,0,tarde,0
SCQP,LAN,7,12,Jueves,N,0,tarde,0
SCQP,LAN,8,12,Viernes,N,0,tarde,0
SCQP,LAN,9,12,Sabado,N,0,tarde,0
SCQP,LAN,10,12,Domingo,N,0,tarde,0
SCQP,LAN,11,12,Lunes,N,0,tarde,1
SCQP,LAN,12,12,Martes,N,0,tarde,0
SCQP,LAN,13,12,Miercoles,N,0,tarde,0
SCQP,LAN,14,12,Jueves,N,0,tarde,0
SCQP,LAN,15,12,Viernes,N,1,tarde,0
SCQP,LAN,16,12,Sabado,N,1,tarde,0
SCQP,LAN,17,12,Domingo,N,1,tarde,0
SCQP,LAN,18,12,Lunes,N,1,tarde,0
SCQP,LAN,19,12,Martes,N,1,tarde,1
SCQP,LAN,20,12,Miercoles,N,1,tarde,0
SCQP,LAN,21,12,Jueves,N,1,tarde,0
SCQP,LAN,22,12,Viernes,N,1,tarde,1
SCQP,LAN,23,12,Sabado,N,1,tarde,0
SCQP,LAN,25,12,Lunes,N,1,tarde,1
SCQP,LAN,26,12,Martes,N,1,tarde,0
SCQP,LAN,27,12,Miercoles,N,1,tarde,0
SCQP,LAN,28,12,Jueves,N,1,tarde,0
SCQP,LAN,29,12,Viernes,N,1,tarde,0
SCQP,LAN,30,12,Sabado,N,1,tarde,1
SCVD,LAN,1,12,Viernes,N,0,tarde,0
SCVD,LAN,3,12,Domingo,N,0,tarde,0
SCVD,LAN,4,12,Lunes,N,0,tarde,0
SCVD,LAN,5,12,Martes,N,0,tarde,0
SCVD,LAN,7,12,Jueves,N,0,tarde,0
SCVD,LAN,8,12,Viernes,N,0,tarde,0
SCVD,LAN,9,12,Sabado,N,0,tarde,0
SCVD,LAN,10,12,Domingo,N,0,tarde,0
SCVD,LAN,11,12,Lunes,N,0,tarde,0
SCVD,LAN,12,12,Martes,N,0,tarde,0
SCVD,LAN,14,12,Jueves,N,0,tarde,1
SCVD,LAN,15,12,Viernes,N,1,tarde,0
SCVD,LAN,17,12,Domingo,N,1,tarde,0
SCVD,LAN,18,12,Lunes,N,1,tarde,0
SCVD,LAN,19,12,Martes,N,1,tarde,0
SCVD,LAN,20,12,Miercoles,N,1,tarde,0
SCVD,LAN,21,12,Jueves,N,1,tarde,0
SCVD,LAN,22,12,Viernes,N,1,tarde,1
SCVD,LAN,24,12,Domingo,N,1,tarde,0
SCVD,LAN,25,12,Lunes,N,1,tarde,0
SCVD,LAN,26,12,Martes,N,1,tarde,0
SCVD,LAN,28,12,Jueves,N,1,tarde,1
SCVD,LAN,29,12,Viernes,N,1,tarde,0
SCVD,LAN,31,12,Domingo,N,1,tarde,0
SCJO,LAN,1,12,Viernes,N,0,tarde,1
SCJO,LAN,3,12,Domingo,N,0,mañana,0
SCJO,LAN,5,12,Martes,N,0,tarde,0
SCJO,LAN,8,12,Viernes,N,0,tarde,0
SCJO,LAN,10,12,Domingo,N,0,mañana,1
SCJO,LAN,12,12,Martes,N,0,tarde,0
SCJO,LAN,15,12,Viernes,N,1,tarde,0
SCJO,LAN,17,12,Domingo,N,1,mañana,0
SCJO,LAN,19,12,Martes,N,1,tarde,0
SCJO,LAN,22,12,Viernes,N,1,tarde,1
SCJO,LAN,24,12,Domingo,N,1,mañana,0
SCJO,LAN,26,12,Martes,N,1,tarde,0
SCJO,LAN,29,12,Viernes,N,1,tarde,1
SCJO,LAN,31,12,Domingo,N,1,mañana,0
SCTE,LAN,4,12,Lunes,N,0,mañana,1
SCTE,LAN,5,12,Martes,N,0,mañana,0
SCTE,LAN,11,12,Lunes,N,0,mañana,0
SCTE,LAN,12,12,Martes,N,0,mañana,0
SCTE,LAN,18,12,Lunes,N,1,mañana,1
SCTE,LAN,19,12,Martes,N,1,mañana,0
SCTE,LAN,26,12,Martes,N,1,mañana,0
SCTE,LAN,1,12,Viernes,N,0,mañana,0
SCTE,LAN,2,12,Sabado,N,0,mañana,0
SCTE,LAN,4,12,Lunes,N,0,mañana,0
SCTE,LAN,6,12,Miercoles,N,0,mañana,0
SCTE,LAN,7,12,Jueves,N,0,mañana,0
SCTE,LAN,8,12,Viernes,N,0,mañana,0
SCTE,LAN,9,12,Sabado,N,0,mañana,0
SCTE,LAN,11,12,Lunes,N,0,mañana,0
SCTE,LAN,13,12,Miercoles,N,0,mañana,0
SCTE,LAN,14,12,Jueves,N,0,mañana,0
SCTE,LAN,15,12,Viernes,N,1,mañana,0
SCTE,LAN,16,12,Sabado,N,1,mañana,0
SCTE,LAN,18,12,Lunes,N,1,mañana,0
SCTE,LAN,20,12,Miercoles,N,1,mañana,0
SCTE,LAN,21,12,Jueves,N,1,mañana,0
SCTE,LAN,22,12,Viernes,N,1,mañana,0
SCTE,LAN,23,12,Sabado,N,1,mañana,0
SCTE,LAN,27,12,Miercoles,N,1,mañana,0
SCTE,LAN,28,12,Jueves,N,1,mañana,0
SCTE,LAN,29,12,Viernes,N,1,mañana,1
SCTE,LAN,31,12,Domingo,N,1,mañana,0
SCTE,LAN,2,12,Sabado,N,0,mañana,0
SCTE,LAN,4,12,Lunes,N,0,mañana,0
SCTE,LAN,5,12,Martes,N,0,noche,1
SCTE,LAN,11,12,Lunes,N,0,mañana,1
SCTE,LAN,12,12,Martes,N,0,mañana,0
SCTE,LAN,16,12,Sabado,N,1,mañana,0
SCTE,LAN,18,12,Lunes,N,1,mañana,0
SCTE,LAN,19,12,Martes,N,1,noche,0
SCTE,LAN,23,12,Sabado,N,1,mañana,0
SCTE,LAN,25,12,Lunes,N,1,mañana,0
SCTE,LAN,26,12,Martes,N,1,mañana,0
SCTE,LAN,30,12,Sabado,N,1,mañana,0
SCTE,LAN,1,12,Viernes,N,0,mañana,0
SCTE,LAN,3,12,Domingo,N,0,mañana,0
SCTE,LAN,4,12,Lunes,N,0,tarde,0
SCTE,LAN,6,12,Miercoles,N,0,mañana,0
SCTE,LAN,7,12,Jueves,N,0,mañana,0
SCTE,LAN,10,12,Domingo,N,0,mañana,0
SCTE,LAN,13,12,Miercoles,N,0,mañana,1
SCTE,LAN,14,12,Jueves,N,0,mañana,0
SCTE,LAN,15,12,Viernes,N,1,mañana,0
SCTE,LAN,17,12,Domingo,N,1,mañana,0
SCTE,LAN,20,12,Miercoles,N,1,mañana,0
SCTE,LAN,21,12,Jueves,N,1,mañana,1
SCTE,LAN,22,12,Viernes,N,1,mañana,1
SCTE,LAN,24,12,Domingo,N,1,mañana,0
SCTE,LAN,27,12,Miercoles,N,1,mañana,0
SCTE,LAN,28,12,Jueves,N,1,mañana,0
SCTE,LAN,29,12,Viernes,N,1,mañana,0
SCTE,LAN,2,12,Sabado,N,0,tarde,0
SCTE,LAN,4,12,Lunes,N,0,tarde,0
SCTE,LAN,5,12,Martes,N,0,tarde,0
SCTE,LAN,11,12,Lunes,N,0,tarde,0
SCTE,LAN,12,12,Martes,N,0,tarde,0
SCTE,LAN,16,12,Sabado,N,1,tarde,0
SCTE,LAN,18,12,Lunes,N,1,tarde,0
SCTE,LAN,19,12,Martes,N,1,tarde,0
SCTE,LAN,25,12,Lunes,N,1,tarde,0
SCTE,LAN,26,12,Martes,N,1,tarde,0
SCTE,LAN,1,12,Viernes,N,0,tarde,0
SCTE,LAN,3,12,Domingo,N,0,tarde,1
SCTE,LAN,4,12,Lunes,N,0,tarde,0
SCTE,LAN,6,12,Miercoles,N,0,tarde,0
SCTE,LAN,7,12,Jueves,N,0,tarde,1
SCTE,LAN,8,12,Viernes,N,0,tarde,0
SCTE,LAN,10,12,Domingo,N,0,tarde,0
SCTE,LAN,11,12,Lunes,N,0,tarde,1
SCTE,LAN,13,12,Miercoles,N,0,tarde,0
SCTE,LAN,14,12,Jueves,N,0,tarde,1
SCTE,LAN,15,12,Viernes,N,1,tarde,0
SCTE,LAN,17,12,Domingo,N,1,tarde,0
SCTE,LAN,18,12,Lunes,N,1,tarde,0
SCTE,LAN,20,12,Miercoles,N,1,tarde,1
SCTE,LAN,21,12,Jueves,N,1,tarde,0
SCTE,LAN,25,12,Lunes,N,1,tarde,0
SCTE,LAN,27,12,Miercoles,N,1,tarde,0
SCTE,LAN,28,12,Jueves,N,1,tarde,0
SCTE,LAN,29,12,Viernes,N,1,tarde,0
SCTE,LAN,2,12,Sabado,N,0,tarde,0
SCTE,LAN,3,12,Domingo,N,0,noche,0
SCTE,LAN,5,12,Martes,N,0,noche,0
SCTE,LAN,7,12,Jueves,N,0,noche,0
SCTE,LAN,10,12,Domingo,N,0,noche,0
SCTE,LAN,12,12,Martes,N,0,noche,0
SCTE,LAN,14,12,Jueves,N,0,noche,0
SCTE,LAN,16,12,Sabado,N,1,tarde,0
SCTE,LAN,17,12,Domingo,N,1,noche,1
SCTE,LAN,19,12,Martes,N,1,noche,1
SCTE,LAN,21,12,Jueves,N,1,noche,0
SCTE,LAN,23,12,Sabado,N,1,tarde,0
SCTE,LAN,24,12,Domingo,N,1,tarde,0
SCTE,LAN,26,12,Martes,N,1,noche,1
SCTE,LAN,28,12,Jueves,N,1,noche,0
SCTE,LAN,30,12,Sabado,N,1,tarde,0
SCTE,LAN,31,12,Domingo,N,1,tarde,1
SCBA,LAN,1,12,Viernes,N,0,mañana,0
SCBA,LAN,2,12,Sabado,N,0,mañana,0
SCBA,LAN,3,12,Domingo,N,0,mañana,0
SCBA,LAN,5,12,Martes,N,0,mañana,1
SCBA,LAN,6,12,Miercoles,N,0,mañana,1
SCBA,LAN,7,12,Jueves,N,0,mañana,0
SCBA,LAN,8,12,Viernes,N,0,mañana,0
SCBA,LAN,9,12,Sabado,N,0,mañana,0
SCBA,LAN,10,12,Domingo,N,0,mañana,0
SCBA,LAN,11,12,Lunes,N,0,mañana,0
SCBA,LAN,12,12,Martes,N,0,mañana,1
SCBA,LAN,13,12,Miercoles,N,0,mañana,0
SCBA,LAN,14,12,Jueves,N,0,mañana,0
SCBA,LAN,15,12,Viernes,N,1,mañana,0
SCBA,LAN,16,12,Sabado,N,1,mañana,0
SCBA,LAN,19,12,Martes,N,1,mañana,0
SCBA,LAN,20,12,Miercoles,N,1,mañana,0
SCBA,LAN,22,12,Viernes,N,1,mañana,0
SCBA,LAN,23,12,Sabado,N,1,mañana,0
SCBA,LAN,24,12,Domingo,N,1,mañana,0
SCBA,LAN,25,12,Lunes,N,1,mañana,0
SCBA,LAN,26,12,Martes,N,1,mañana,0
SCBA,LAN,27,12,Miercoles,N,1,mañana,0
SCBA,LAN,28,12,Jueves,N,1,mañana,0
SCBA,LAN,29,12,Viernes,N,1,mañana,1
SCBA,LAN,30,12,Sabado,N,1,mañana,0
SCBA,LAN,31,12,Domingo,N,1,mañana,0
SCTE,LAN,1,12,Viernes,N,0,tarde,1
SCTE,LAN,2,12,Sabado,N,0,tarde,1
SCTE,LAN,3,12,Domingo,N,0,tarde,1
SCTE,LAN,4,12,Lunes,N,0,tarde,0
SCTE,LAN,5,12,Martes,N,0,tarde,0
SCTE,LAN,6,12,Miercoles,N,0,tarde,0
SCTE,LAN,7,12,Jueves,N,0,tarde,0
SCTE,LAN,8,12,Viernes,N,0,tarde,0
SCTE,LAN,9,12,Sabado,N,0,tarde,0
SCTE,LAN,10,12,Domingo,N,0,tarde,0
SCTE,LAN,11,12,Lunes,N,0,tarde,0
SCTE,LAN,12,12,Martes,N,0,tarde,0
SCTE,LAN,13,12,Miercoles,N,0,tarde,0
SCTE,LAN,14,12,Jueves,N,0,tarde,0
SCTE,LAN,15,12,Viernes,N,1,tarde,0
SCTE,LAN,16,12,Sabado,N,1,tarde,0
SCTE,LAN,17,12,Domingo,N,1,tarde,1
SCTE,LAN,18,12,Lunes,N,1,tarde,0
SCTE,LAN,19,12,Martes,N,1,tarde,0
SCTE,LAN,20,12,Miercoles,N,1,tarde,0
SCTE,LAN,21,12,Jueves,N,1,tarde,0
SCTE,LAN,22,12,Viernes,N,1,tarde,1
SCTE,LAN,23,12,Sabado,N,1,tarde,0
SCTE,LAN,24,12,Domingo,N,1,tarde,0
SCTE,LAN,25,12,Lunes,N,1,tarde,1
SCTE,LAN,26,12,Martes,N,1,tarde,0
SCTE,LAN,27,12,Miercoles,N,1,tarde,0
SCTE,LAN,28,12,Jueves,N,1,tarde,0
SCTE,LAN,29,12,Viernes,N,1,tarde,0
SCTE,LAN,30,12,Sabado,N,1,tarde,0
SCTE,LAN,31,12,Domingo,N,1,tarde,0
SCBA,LAN,1,12,Viernes,N,0,mañana,0
SCBA,LAN,2,12,Sabado,N,0,mañana,0
SCBA,LAN,3,12,Domingo,N,0,mañana,0
SCBA,LAN,4,12,Lunes,N,0,mañana,0
SCBA,LAN,5,12,Martes,N,0,mañana,0
SCBA,LAN,7,12,Jueves,N,0,mañana,1
SCBA,LAN,8,12,Viernes,N,0,mañana,0
SCBA,LAN,10,12,Domingo,N,0,mañana,0
SCBA,LAN,11,12,Lunes,N,0,mañana,0
SCBA,LAN,12,12,Martes,N,0,mañana,0
SCBA,LAN,13,12,Miercoles,N,0,mañana,0
SCBA,LAN,14,12,Jueves,N,0,mañana,0
SCBA,LAN,17,12,Domingo,N,1,mañana,0
SCBA,LAN,18,12,Lunes,N,1,mañana,0
SCBA,LAN,19,12,Martes,N,1,mañana,0
SCBA,LAN,20,12,Miercoles,N,1,mañana,1
SCBA,LAN,21,12,Jueves,N,1,mañana,1
SCBA,LAN,22,12,Viernes,N,1,mañana,0
SCBA,LAN,25,12,Lunes,N,1,mañana,0
SCTE,LAN,1,12,Viernes,N,0,mañana,0
SCTE,LAN,8,12,Viernes,N,0,mañana,0
SCTE,LAN,15,12,Viernes,N,1,mañana,0
SCTE,LAN,22,12,Viernes,N,1,mañana,0
SCTE,LAN,29,12,Viernes,N,1,mañana,0
SCBA,LAN,1,12,Viernes,N,0,tarde,0
SCBA,LAN,3,12,Domingo,N,0,mañana,0
SCBA,LAN,6,12,Miercoles,N,0,tarde,0
SCBA,LAN,7,12,Jueves,N,0,tarde,0
SCBA,LAN,8,12,Viernes,N,0,tarde,0
SCBA,LAN,10,12,Domingo,N,0,mañana,1
SCBA,LAN,13,12,Miercoles,N,0,tarde,0
SCBA,LAN,14,12,Jueves,N,0,tarde,0
SCBA,LAN,15,12,Viernes,N,1,tarde,0
SCBA,LAN,17,12,Domingo,N,1,mañana,0
SCBA,LAN,20,12,Miercoles,N,1,tarde,0
SCBA,LAN,21,12,Jueves,N,1,tarde,0
SCBA,LAN,22,12,Viernes,N,1,tarde,1
SCBA,LAN,24,12,Domingo,N,1,tarde,0
SCBA,LAN,27,12,Miercoles,N,1,tarde,0
SCBA,LAN,28,12,Jueves,N,1,tarde,0
SCBA,LAN,29,12,Viernes,N,1,tarde,0
SCBA,LAN,31,12,Domingo,N,1,tarde,0
SCCI,LAN,1,12,Viernes,N,0,mañana,0
SCCI,LAN,2,12,Sabado,N,0,mañana,0
SCCI,LAN,3,12,Domingo,N,0,mañana,0
SCCI,LAN,4,12,Lunes,N,0,mañana,0
SCCI,LAN,5,12,Martes,N,0,mañana,0
SCCI,LAN,6,12,Miercoles,N,0,mañana,0
SCCI,LAN,7,12,Jueves,N,0,mañana,1
SCCI,LAN,8,12,Viernes,N,0,mañana,0
SCCI,LAN,9,12,Sabado,N,0,mañana,0
SCCI,LAN,10,12,Domingo,N,0,mañana,0
SCCI,LAN,11,12,Lunes,N,0,mañana,0
SCCI,LAN,12,12,Martes,N,0,mañana,0
SCCI,LAN,13,12,Miercoles,N,0,mañana,0
SCCI,LAN,14,12,Jueves,N,0,mañana,1
SCCI,LAN,15,12,Viernes,N,1,mañana,0
SCCI,LAN,16,12,Sabado,N,1,mañana,0
SCCI,LAN,17,12,Domingo,N,1,mañana,0
SCCI,LAN,18,12,Lunes,N,1,mañana,0
SCCI,LAN,19,12,Martes,N,1,mañana,0
SCCI,LAN,20,12,Miercoles,N,1,mañana,0
SCCI,LAN,21,12,Jueves,N,1,mañana,0
SCCI,LAN,22,12,Viernes,N,1,mañana,0
SCCI,LAN,23,12,Sabado,N,1,mañana,0
SCCI,LAN,24,12,Domingo,N,1,mañana,0
SCCI,LAN,25,12,Lunes,N,1,mañana,0
SCCI,LAN,26,12,Martes,N,1,mañana,0
SCCI,LAN,27,12,Miercoles,N,1,mañana,0
SCCI,LAN,28,12,Jueves,N,1,mañana,0
SCCI,LAN,29,12,Viernes,N,1,mañana,0
SCCI,LAN,30,12,Sabado,N,1,mañana,0
SCCI,LAN,31,12,Domingo,N,1,mañana,0
SCCI,LAN,3,12,Domingo,N,0,noche,1
SCCI,LAN,5,12,Martes,N,0,tarde,0
SCCI,LAN,7,12,Jueves,N,0,noche,1
SCCI,LAN,10,12,Domingo,N,0,noche,1
SCCI,LAN,12,12,Martes,N,0,tarde,0
SCCI,LAN,14,12,Jueves,N,0,noche,1
SCCI,LAN,17,12,Domingo,N,1,noche,0
SCCI,LAN,19,12,Martes,N,1,tarde,0
SCCI,LAN,21,12,Jueves,N,1,noche,1
SCCI,LAN,26,12,Martes,N,1,tarde,0
SCCI,LAN,28,12,Jueves,N,1,noche,0
SCTE,LAN,1,12,Viernes,N,0,tarde,0
SCTE,LAN,2,12,Sabado,N,0,tarde,0
SCTE,LAN,3,12,Domingo,N,0,tarde,1
SCTE,LAN,4,12,Lunes,N,0,tarde,0
SCTE,LAN,5,12,Martes,N,0,tarde,1
SCTE,LAN,6,12,Miercoles,N,0,tarde,0
SCTE,LAN,7,12,Jueves,N,0,tarde,0
SCTE,LAN,8,12,Viernes,N,0,tarde,0
SCTE,LAN,9,12,Sabado,N,0,tarde,0
SCTE,LAN,10,12,Domingo,N,0,tarde,0
SCTE,LAN,11,12,Lunes,N,0,tarde,0
SCTE,LAN,12,12,Martes,N,0,tarde,0
SCTE,LAN,13,12,Miercoles,N,0,tarde,0
SCTE,LAN,14,12,Jueves,N,0,tarde,0
SCTE,LAN,15,12,Viernes,N,1,tarde,0
SCTE,LAN,16,12,Sabado,N,1,tarde,0
SCTE,LAN,17,12,Domingo,N,1,tarde,0
SCTE,LAN,18,12,Lunes,N,1,tarde,0
SCTE,LAN,19,12,Martes,N,1,tarde,0
SCTE,LAN,20,12,Miercoles,N,1,tarde,0
SCTE,LAN,21,12,Jueves,N,1,tarde,1
SCTE,LAN,22,12,Viernes,N,1,tarde,0
SCTE,LAN,23,12,Sabado,N,1,tarde,0
SCTE,LAN,24,12,Domingo,N,1,tarde,0
SCTE,LAN,25,12,Lunes,N,1,tarde,0
SCTE,LAN,26,12,Martes,N,1,tarde,0
SCTE,LAN,27,12,Miercoles,N,1,tarde,0
SCTE,LAN,28,12,Jueves,N,1,tarde,0
SCTE,LAN,29,12,Viernes,N,1,tarde,0
SCTE,LAN,30,12,Sabado,N,1,tarde,0
SCTE,LAN,31,12,Domingo,N,1,tarde,0
SCTE,LAN,3,12,Domingo,N,0,noche,1
SCTE,LAN,5,12,Martes,N,0,noche,0
SCTE,LAN,7,12,Jueves,N,0,noche,1
SCTE,LAN,10,12,Domingo,N,0,noche,0
SCTE,LAN,12,12,Martes,N,0,noche,0
SCTE,LAN,14,12,Jueves,N,0,noche,0
SCTE,LAN,17,12,Domingo,N,1,noche,0
SCTE,LAN,19,12,Martes,N,1,noche,0
SCTE,LAN,21,12,Jueves,N,1,noche,0
SCTE,LAN,26,12,Martes,N,1,noche,0
SCTE,LAN,28,12,Jueves,N,1,noche,1
SCCI,LAN,6,12,Miercoles,N,0,noche,0
SCCI,LAN,13,12,Miercoles,N,0,noche,0
SCCI,LAN,20,12,Miercoles,N,1,noche,0
SCCI,LAN,27,12,Miercoles,N,1,noche,0
SCCI,LAN,8,12,Viernes,N,0,mañana,0
SCCI,LAN,10,12,Domingo,N,0,mañana,0
SCCI,LAN,15,12,Viernes,N,1,mañana,1
SCCI,LAN,1,12,Viernes,N,0,mañana,0
SCCI,LAN,3,12,Domingo,N,0,mañana,0
SCCI,LAN,4,12,Lunes,N,0,mañana,0
SCCI,LAN,6,12,Miercoles,N,0,mañana,0
SCCI,LAN,7,12,Jueves,N,0,mañana,0
SCCI,LAN,8,12,Viernes,N,0,mañana,0
SCCI,LAN,10,12,Domingo,N,0,mañana,0
SCCI,LAN,11,12,Lunes,N,0,mañana,0
SCCI,LAN,13,12,Miercoles,N,0,mañana,0
SCCI,LAN,14,12,Jueves,N,0,mañana,0
SCCI,LAN,15,12,Viernes,N,1,mañana,0
SCCI,LAN,17,12,Domingo,N,1,mañana,0
SCCI,LAN,18,12,Lunes,N,1,mañana,1
SCCI,LAN,20,12,Miercoles,N,1,mañana,1
SCCI,LAN,21,12,Jueves,N,1,mañana,0
SCCI,LAN,22,12,Viernes,N,1,mañana,1
SCCI,LAN,24,12,Domingo,N,1,mañana,0
SCCI,LAN,25,12,Lunes,N,1,mañana,0
SCCI,LAN,27,12,Miercoles,N,1,mañana,0
SCCI,LAN,28,12,Jueves,N,1,mañana,0
SCCI,LAN,29,12,Viernes,N,1,mañana,1
SCCI,LAN,31,12,Domingo,N,1,mañana,0
SCCI,LAN,1,12,Viernes,N,0,noche,0
SCCI,LAN,3,12,Domingo,N,0,mañana,0
SCCI,LAN,4,12,Lunes,N,0,noche,0
SCCI,LAN,6,12,Miercoles,N,0,noche,0
SCCI,LAN,10,12,Domingo,N,0,mañana,0
SCCI,LAN,11,12,Lunes,N,0,noche,0
SCCI,LAN,13,12,Miercoles,N,0,noche,0
SCCI,LAN,17,12,Domingo,N,1,mañana,0
SCCI,LAN,18,12,Lunes,N,1,noche,0
SCCI,LAN,20,12,Miercoles,N,1,noche,0
SCCI,LAN,22,12,Viernes,N,1,noche,0
SCCI,LAN,25,12,Lunes,N,1,noche,0
SCCI,LAN,27,12,Miercoles,N,1,tarde,0
SCCI,LAN,2,12,Sabado,N,0,tarde,0
SCCI,LAN,4,12,Lunes,N,0,tarde,0
SCCI,LAN,5,12,Martes,N,0,tarde,0
SCCI,LAN,7,12,Jueves,N,0,tarde,0
SCCI,LAN,9,12,Sabado,N,0,tarde,0
SCCI,LAN,11,12,Lunes,N,0,tarde,1
SCCI,LAN,12,12,Martes,N,0,tarde,0
SCCI,LAN,14,12,Jueves,N,0,tarde,0
SCCI,LAN,16,12,Sabado,N,1,tarde,0
SCCI,LAN,18,12,Lunes,N,1,tarde,0
SCCI,LAN,19,12,Martes,N,1,tarde,0
SCCI,LAN,21,12,Jueves,N,1,tarde,1
SCCI,LAN,23,12,Sabado,N,1,tarde,0
SCCI,LAN,25,12,Lunes,N,1,tarde,0
SCCI,LAN,26,12,Martes,N,1,tarde,0
SCCI,LAN,28,12,Jueves,N,1,tarde,0
SCCI,LAN,30,12,Sabado,N,1,tarde,0
SCSE,LAN,1,12,Viernes,N,0,mañana,0
SCSE,LAN,2,12,Sabado,N,0,mañana,0
SCSE,LAN,3,12,Domingo,N,0,mañana,0
SCSE,LAN,4,12,Lunes,N,0,mañana,0
SCSE,LAN,5,12,Martes,N,0,mañana,0
SCSE,LAN,6,12,Miercoles,N,0,mañana,0
SCSE,LAN,7,12,Jueves,N,0,mañana,1
SCSE,LAN,8,12,Viernes,N,0,mañana,0
SCSE,LAN,9,12,Sabado,N,0,mañana,0
SCSE,LAN,10,12,Domingo,N,0,mañana,0
SCSE,LAN,11,12,Lunes,N,0,mañana,1
SCSE,LAN,12,12,Martes,N,0,mañana,0
SCSE,LAN,13,12,Miercoles,N,0,mañana,0
SCSE,LAN,14,12,Jueves,N,0,mañana,0
SCSE,LAN,15,12,Viernes,N,1,mañana,1
SCSE,LAN,16,12,Sabado,N,1,mañana,1
SCSE,LAN,17,12,Domingo,N,1,mañana,0
SCSE,LAN,18,12,Lunes,N,1,mañana,1
SCSE,LAN,19,12,Martes,N,1,mañana,0
SCSE,LAN,20,12,Miercoles,N,1,mañana,0
SCSE,LAN,21,12,Jueves,N,1,mañana,0
SCSE,LAN,22,12,Viernes,N,1,mañana,0
SCSE,LAN,23,12,Sabado,N,1,mañana,0
SCSE,LAN,24,12,Domingo,N,1,mañana,0
SCSE,LAN,25,12,Lunes,N,1,mañana,0
SCSE,LAN,26,12,Martes,N,1,mañana,0
SCSE,LAN,27,12,Miercoles,N,1,mañana,0
SCSE,LAN,28,12,Jueves,N,1,mañana,0
SCSE,LAN,29,12,Viernes,N,1,mañana,0
SCSE,LAN,30,12,Sabado,N,1,mañana,0
SCSE,LAN,31,12,Domingo,N,1,mañana,0
SCSE,LAN,2,12,Sabado,N,0,mañana,0
SCSE,LAN,3,12,Domingo,N,0,tarde,0
SCSE,LAN,4,12,Lunes,N,0,tarde,1
SCSE,LAN,5,12,Martes,N,0,mañana,0
SCSE,LAN,6,12,Miercoles,N,0,tarde,0
SCSE,LAN,10,12,Domingo,N,0,tarde,0
SCSE,LAN,11,12,Lunes,N,0,tarde,0
SCSE,LAN,12,12,Martes,N,0,mañana,0
SCSE,LAN,13,12,Miercoles,N,0,tarde,0
SCSE,LAN,16,12,Sabado,N,1,mañana,0
SCSE,LAN,17,12,Domingo,N,1,tarde,1
SCSE,LAN,18,12,Lunes,N,1,tarde,1
SCSE,LAN,19,12,Martes,N,1,mañana,0
SCSE,LAN,20,12,Miercoles,N,1,tarde,0
SCSE,LAN,23,12,Sabado,N,1,mañana,0
SCSE,LAN,24,12,Domingo,N,1,tarde,0
SCSE,LAN,25,12,Lunes,N,1,tarde,0
SCSE,LAN,26,12,Martes,N,1,mañana,0
SCSE,LAN,27,12,Miercoles,N,1,tarde,0
SCSE,LAN,30,12,Sabado,N,1,mañana,0
SCSE,LAN,31,12,Domingo,N,1,tarde,0
SCSE,LAN,1,12,Viernes,N,0,tarde,0
SCSE,LAN,3,12,Domingo,N,0,tarde,0
SCSE,LAN,7,12,Jueves,N,0,mañana,0
SCSE,LAN,10,12,Domingo,N,0,tarde,0
SCSE,LAN,14,12,Jueves,N,0,mañana,1
SCSE,LAN,15,12,Viernes,N,1,tarde,0
SCSE,LAN,17,12,Domingo,N,1,tarde,0
SCSE,LAN,21,12,Jueves,N,1,mañana,0
SCSE,LAN,22,12,Viernes,N,1,tarde,1
SCSE,LAN,29,12,Viernes,N,1,tarde,0
SCSE,LAN,1,12,Viernes,N,0,tarde,0
SCSE,LAN,2,12,Sabado,N,0,tarde,0
SCSE,LAN,3,12,Domingo,N,0,tarde,0
SCSE,LAN,4,12,Lunes,N,0,tarde,0
SCSE,LAN,6,12,Miercoles,N,0,tarde,0
SCSE,LAN,7,12,Jueves,N,0,tarde,0
SCSE,LAN,9,12,Sabado,N,0,tarde,0
SCSE,LAN,10,12,Domingo,N,0,tarde,1
SCSE,LAN,11,12,Lunes,N,0,tarde,0
SCSE,LAN,13,12,Miercoles,N,0,tarde,0
SCSE,LAN,14,12,Jueves,N,0,tarde,0
SCSE,LAN,15,12,Viernes,N,1,tarde,0
